Vehicle Type,Pickup Location,Drop Location,Avg VTAT,alvo,hora,dia_semana,mes,periodo_dia,sem_vtat
Auto,Udyog Vihar Phase 4,Aya Nagar,14.6,1,10,1,9,manha,0
Go Sedan,Inderlok,Saket A Block,7.1,0,18,1,6,noite,0
Bike,Mehrauli,Sultanpur,9.4,1,5,2,8,manha,0
Premier Sedan,Mansarovar Park,INA Market,3.0,1,21,0,1,noite,0
Go Mini,Subhash Nagar,Ghitorni Village,11.7,1,19,5,7,noite,0
Go Mini,Subhash Nagar,Qutub Minar,3.6,1,5,0,7,manha,0
Premier Sedan,Anand Vihar,Manesar,3.1,0,6,5,11,manha,0
eBike,Sadar Bazar Gurgaon,Hauz Khas,11.2,1,8,2,8,manha,0
Go Sedan,Vatika Chowk,Tughlakabad,12.0,1,13,4,1,tarde,0
Go Mini,Sarai Kale Khan,Chandni Chowk,4.0,1,18,1,6,noite,0
Go Sedan,Noida Film City,Khan Market,12.7,1,20,4,11,noite,0
eBike,Adarsh Nagar,Laxmi Nagar,10.9,0,12,3,7,tarde,0
Auto,Janakpuri,Pataudi Chowk,3.9,1,16,4,5,tarde,0
Auto,New Delhi Railway Station,Mundka,7.5,1,12,2,12,tarde,0
Go Mini,Ghitorni,Punjabi Bagh,9.0,0,13,2,7,tarde,0
Go Sedan,Chanakyapuri,Lajpat Nagar,8.2,1,21,1,2,noite,0
Go Sedan,Karol Bagh,Ardee City,3.7,0,17,5,8,tarde,0
eBike,Palam Vihar,New Colony,3.9,1,22,0,6,noite,0
eBike,Pragati Maidan,Pitampura,9.0,0,21,3,9,noite,0
Premier Sedan,Vinobapuri,Anand Vihar,5.6,1,17,2,3,tarde,0
Premier Sedan,Munirka,Barakhamba Road,4.1,1,18,5,11,noite,0
Go Sedan,Pragati Maidan,Sonipat,9.2,0,15,2,1,tarde,0
Go Mini,Sikanderpur,Gurgaon Sector 56,8.1,1,10,5,9,manha,0
Auto,Pataudi Chowk,Noida Sector 18,9.8,1,3,0,6,madrugada,0
Go Sedan,Pragati Maidan,Indirapuram,7.4,0,17,5,8,tarde,0
Auto,Saket A Block,Kadarpur,5.2,0,14,4,2,tarde,0
Auto,Patel Chowk,Malviya Nagar,14.6,1,11,4,3,manha,0
Uber XL,Vasant Kunj,Kaushambi,11.2,1,17,0,4,tarde,0
Go Mini,Nehru Place,Rithala,6.9,1,18,5,4,noite,0
Go Mini,New Delhi Railway Station,Rohini,3.7,0,9,4,10,manha,0
Go Sedan,Kadarpur,Subhash Chowk,10.5,1,13,3,8,tarde,0
Go Mini,Tis Hazari,Chandni Chowk,13.7,1,16,6,1,tarde,0
Auto,Preet Vihar,Karkarduma,2.4,1,11,5,7,manha,0
Auto,Nehru Place,Ashok Park Main,8.3,0,6,2,6,manha,1
Bike,Dilshad Garden,Gwal Pahari,11.5,0,17,0,5,tarde,0
Go Sedan,Bhiwadi,Gurgaon Railway Station,7.3,1,19,6,3,noite,0
Premier Sedan,DLF Phase 3,Akshardham,9.5,0,6,3,10,manha,0
eBike,Madipur,Welcome,9.0,1,7,1,10,manha,0
Auto,Indirapuram,Netaji Subhash Place,3.4,1,13,5,11,tarde,0
Uber XL,Mundka,Uttam Nagar,5.1,0,22,6,12,noite,0
Go Mini,Qutub Minar,India Gate,3.6,0,3,6,1,madrugada,0
Auto,Indirapuram,Vatika Chowk,6.0,1,18,3,4,noite,0
Go Sedan,Cyber Hub,Mehrauli,5.4,1,20,6,6,noite,0
Bike,Satguru Ram Singh Marg,Keshav Puram,10.5,0,5,5,9,manha,0
Go Mini,Kadarpur,Subhash Nagar,6.1,1,21,2,1,noite,0
Go Mini,Sikanderpur,Gurgaon Railway Station,3.5,1,7,1,4,manha,0
Go Mini,Arjangarh,Gurgaon Sector 56,12.4,1,20,3,4,noite,0
Go Sedan,New Delhi Railway Station,Dwarka Mor,12.8,0,22,4,12,noite,0
Go Mini,Kashmere Gate ISBT,Rithala,5.1,1,16,0,9,tarde,0
Premier Sedan,Basai Dhankot,IGNOU Road,11.2,1,15,0,9,tarde,0
eBike,Kanhaiya Nagar,Model Town,6.8,1,10,6,2,manha,0
Auto,Kaushambi,Rajouri Garden,13.9,1,17,4,4,tarde,0
Bike,Jahangirpuri,Gurgaon Sector 29,4.5,1,6,1,12,manha,0
Go Mini,Ardee City,Mandi House,5.5,1,16,6,12,tarde,0
Bike,Kalkaji,Adarsh Nagar,3.4,1,11,1,2,manha,0
Go Mini,IGNOU Road,Saidulajab,6.0,1,11,3,1,manha,0
Go Sedan,AIIMS,IFFCO Chowk,8.3,0,17,3,9,tarde,1
Go Mini,Mundka,Chirag Delhi,8.3,0,11,0,8,manha,1
Auto,Kirti Nagar,Rajiv Chowk,7.1,0,8,4,10,manha,0
Auto,Indraprastha,Basai Dhankot,4.6,1,9,0,10,manha,0
Auto,IIT Delhi,Bhiwadi,10.0,0,1,0,4,madrugada,0
eBike,Seelampur,Sohna Road,5.5,1,22,6,2,noite,0
Auto,DLF City Court,IFFCO Chowk,11.6,1,20,4,11,noite,0
Auto,Tilak Nagar,Hauz Rani,6.4,0,16,1,4,tarde,0
Bike,Hauz Khas,Nawada,2.4,1,22,2,1,noite,0
Go Mini,Ardee City,Sohna Road,9.8,1,9,2,1,manha,0
Auto,Greater Noida,Udyog Bhawan,3.5,0,19,6,4,noite,0
Go Mini,Palam Vihar,Nirman Vihar,7.5,0,19,0,4,noite,0
Premier Sedan,Patel Chowk,DLF City Court,6.0,1,11,2,12,manha,0
Auto,Anand Vihar,Manesar,15.6,0,9,1,1,manha,0
Go Sedan,Nirman Vihar,Rajiv Nagar,7.2,1,14,2,2,tarde,0
Go Mini,Moti Nagar,Pitampura,3.1,1,14,5,3,tarde,0
Auto,Tilak Nagar,Chandni Chowk,3.7,1,20,2,1,noite,0
Premier Sedan,Ashram,Malviya Nagar,7.1,1,5,4,6,manha,0
Go Sedan,Palam Vihar,Lok Kalyan Marg,7.3,1,22,1,5,noite,0
Premier Sedan,Patel Chowk,Bahadurgarh,14.9,1,20,2,8,noite,0
Premier Sedan,Tis Hazari,Moolchand,8.3,0,10,1,10,manha,1
Bike,Kashmere Gate ISBT,Jor Bagh,6.9,0,22,6,9,noite,0
Go Mini,Shivaji Park,Vidhan Sabha,4.0,1,13,5,12,tarde,0
Go Sedan,Chandni Chowk,IFFCO Chowk,5.3,0,19,0,8,noite,0
Go Sedan,Qutub Minar,IFFCO Chowk,4.2,1,13,6,10,tarde,0
Auto,GTB Nagar,Chirag Delhi,12.1,1,17,5,5,tarde,0
eBike,Govindpuri,Vatika Chowk,9.9,1,9,6,6,manha,0
Auto,Adarsh Nagar,Rajouri Garden,9.7,1,11,3,10,manha,0
Go Mini,DLF City Court,Udyog Vihar Phase 4,7.9,1,21,4,10,noite,0
Premier Sedan,DLF Phase 3,Pulbangash,6.1,1,17,4,5,tarde,0
eBike,Hauz Rani,Vatika Chowk,10.9,1,20,0,6,noite,0
Auto,Satguru Ram Singh Marg,DLF City Court,12.4,1,12,1,4,tarde,0
Auto,Kanhaiya Nagar,Paharganj,8.3,0,15,5,10,tarde,1
Go Sedan,Chhatarpur,Greater Kailash,2.1,1,7,4,2,manha,0
eBike,Model Town,Peeragarhi,2.9,1,14,4,4,tarde,0
Auto,Satguru Ram Singh Marg,INA Market,8.3,0,22,0,12,noite,1
Bike,Sohna Road,Mehrauli,10.3,0,17,1,3,tarde,0
Go Mini,Chirag Delhi,Model Town,13.8,1,22,4,12,noite,0
Go Mini,Vinobapuri,Indirapuram,6.8,1,19,6,10,noite,0
Premier Sedan,Dilshad Garden,Ghaziabad,8.3,0,16,4,9,tarde,1
Go Sedan,Paharganj,Rajiv Chowk,6.3,1,20,3,9,noite,0
Bike,RK Puram,Hero Honda Chowk,11.0,1,23,2,11,madrugada,0
Go Sedan,Saket,Jhilmil,3.9,1,9,5,1,manha,0
Premier Sedan,Saket,Nehru Place,3.0,1,9,3,2,manha,0
Go Mini,Sonipat,Gurgaon Railway Station,2.1,1,6,0,9,manha,0
Bike,Rajiv Nagar,Khandsa,14.2,1,8,0,2,manha,0
Go Mini,Sarai Kale Khan,Tis Hazari,9.2,1,8,3,8,manha,0
Go Sedan,Khandsa,Kanhaiya Nagar,10.0,1,7,6,5,manha,0
Go Mini,Jama Masjid,Pragati Maidan,4.3,0,18,1,12,noite,0
Auto,Tis Hazari,Udyog Vihar,11.8,0,14,1,10,tarde,0
eBike,Khan Market,India Gate,10.0,1,18,3,8,noite,0
Premier Sedan,Vishwavidyalaya,Sultanpur,7.1,1,17,2,3,tarde,0
Auto,Jhilmil,Rithala,7.0,1,10,2,6,manha,0
Go Sedan,Khan Market,Connaught Place,6.5,0,12,1,6,tarde,0
Auto,Ambience Mall,Faridabad Sector 15,8.3,0,12,4,1,tarde,1
Premier Sedan,Anand Vihar ISBT,New Delhi Railway Station,8.3,0,15,1,5,tarde,1
Go Mini,Rohini East,Gurgaon Sector 56,2.9,1,18,1,10,noite,0
Auto,Uttam Nagar,Preet Vihar,10.7,0,11,6,5,manha,0
Bike,Peeragarhi,Paharganj,13.4,1,20,2,5,noite,0
Go Mini,Saidulajab,Mundka,8.3,0,18,5,8,noite,1
Go Sedan,Keshav Puram,Vatika Chowk,2.9,1,17,5,12,tarde,0
Go Sedan,Central Secretariat,Bhiwadi,11.7,1,22,3,8,noite,0
Go Mini,Laxmi Nagar,Hauz Khas,9.9,0,8,3,2,manha,0
Go Sedan,Govindpuri,IIT Delhi,8.3,0,20,2,9,noite,1
Go Mini,Khandsa,Bhikaji Cama Place,6.5,1,14,3,7,tarde,0
Premier Sedan,Chandni Chowk,Indirapuram,7.4,1,10,6,3,manha,0
Go Mini,Shivaji Park,Khan Market,11.0,0,14,3,4,tarde,0
Auto,Old Gurgaon,Mehrauli,5.9,1,21,3,3,noite,0
Auto,Saket A Block,Ashok Vihar,9.2,1,11,1,11,manha,0
Auto,Rajiv Nagar,Palam Vihar,5.4,0,18,6,12,noite,0
Uber XL,Gurgaon Sector 56,Noida Film City,9.4,0,11,1,7,manha,0
Go Sedan,RK Puram,Keshav Puram,3.0,1,8,4,7,manha,0
Bike,DLF City Court,Rajiv Nagar,5.7,1,22,4,12,noite,0
Auto,Akshardham,Arjangarh,7.4,0,19,2,6,noite,0
Go Mini,Tilak Nagar,Laxmi Nagar,8.3,0,8,5,6,manha,1
Go Sedan,Model Town,Sarojini Nagar,5.1,1,18,4,6,noite,0
Bike,Narsinghpur,Rithala,8.3,1,23,4,2,madrugada,0
Auto,Govindpuri,Shahdara,13.0,1,5,2,12,manha,0
Bike,Sarai Kale Khan,MG Road,8.5,1,18,3,4,noite,0
Go Mini,Gurgaon Sector 56,Munirka,11.3,1,8,2,7,manha,0
Go Mini,Janakpuri,Rajiv Chowk,6.0,0,12,6,9,tarde,0
Auto,Pragati Maidan,Lajpat Nagar,9.9,1,16,6,7,tarde,0
eBike,Madipur,Kalkaji,11.7,1,16,2,6,tarde,0
Go Mini,Sushant Lok,Old Gurgaon,11.1,1,16,4,11,tarde,0
Go Mini,DLF City Court,Delhi Gate,9.4,1,19,0,11,noite,0
eBike,Kashmere Gate,Ardee City,3.2,1,11,2,9,manha,0
Go Sedan,IIT Delhi,South Extension,2.3,1,16,0,4,tarde,0
Auto,Sadar Bazar Gurgaon,Kashmere Gate ISBT,14.7,1,18,5,12,noite,0
Go Mini,New Delhi Railway Station,Udyog Vihar Phase 4,11.2,1,9,5,12,manha,0
Uber XL,Green Park,Mandi House,13.0,1,16,1,1,tarde,0
Go Sedan,Inderlok,Gurgaon Sector 56,9.0,0,22,1,4,noite,0
Bike,Sadar Bazar Gurgaon,Arjangarh,7.6,1,2,0,4,madrugada,0
Go Mini,Ashok Vihar,Welcome,8.3,0,10,5,6,manha,1
Auto,Paschim Vihar,Sohna Road,10.1,1,17,0,7,tarde,0
Go Sedan,Satguru Ram Singh Marg,Dwarka Mor,13.5,1,8,1,4,manha,0
Bike,Dwarka Sector 21,Noida Film City,10.6,1,14,5,1,tarde,0
Bike,Chanakyapuri,Jama Masjid,7.5,1,11,6,3,manha,0
Go Sedan,Hauz Rani,Samaypur Badli,6.2,0,22,1,4,noite,0
Go Sedan,Jor Bagh,Dwarka Mor,3.1,0,3,3,2,madrugada,0
Uber XL,New Colony,Old Gurgaon,3.5,0,19,1,12,noite,0
Go Mini,INA Market,Vishwavidyalaya,5.3,0,0,0,1,madrugada,0
Go Mini,Gurgaon Sector 29,Bhikaji Cama Place,13.4,1,22,4,10,noite,0
Go Sedan,Samaypur Badli,Sultanpur,10.4,1,16,0,1,tarde,0
Go Sedan,Ardee City,Netaji Subhash Place,8.3,0,17,3,6,tarde,1
Auto,Kanhaiya Nagar,Malviya Nagar,7.2,1,16,6,7,tarde,0
Go Mini,Govindpuri,MG Road,6.8,1,10,3,12,manha,0
Auto,Bhikaji Cama Place,Paschim Vihar,2.6,1,18,5,12,noite,0
Premier Sedan,DLF City Court,Cyber Hub,9.2,1,3,0,8,madrugada,0
Premier Sedan,Udyog Vihar,Nehru Place,6.7,1,17,6,3,tarde,0
Premier Sedan,Jahangirpuri,Hauz Khas,11.0,0,11,1,8,manha,0
Auto,Saket A Block,Aya Nagar,11.5,1,15,6,3,tarde,0
eBike,Ramesh Nagar,Gurgaon Sector 29,8.0,0,10,5,5,manha,0
Bike,Sultanpur,AIIMS,8.3,1,18,0,11,noite,0
Bike,Tis Hazari,New Colony,9.0,1,15,5,6,tarde,0
Bike,Manesar,Mehrauli,11.8,1,7,2,10,manha,0
Auto,Lok Kalyan Marg,Vinobapuri,2.5,1,19,2,8,noite,0
eBike,Shivaji Park,Noida Film City,7.0,1,20,1,11,noite,0
Bike,Subhash Nagar,Patel Chowk,6.5,0,10,5,5,manha,0
Go Mini,DLF City Court,Meerut,6.2,0,10,1,4,manha,0
Go Sedan,Vaishali,Ashram,3.6,0,21,5,8,noite,0
Uber XL,IFFCO Chowk,Dwarka Mor,2.9,1,20,3,5,noite,0
Go Mini,Hauz Rani,Welcome,3.0,1,16,3,8,tarde,0
Premier Sedan,Noida Sector 62,Sarojini Nagar,3.4,1,18,6,8,noite,0
Bike,Lajpat Nagar,Panchsheel Park,8.6,0,5,3,5,manha,0
Go Mini,Maidan Garhi,Tilak Nagar,10.0,1,15,0,10,tarde,0
Go Sedan,Rajiv Chowk,Bahadurgarh,4.7,0,12,5,10,tarde,0
Auto,Panchsheel Park,Sadar Bazar Gurgaon,8.3,0,11,5,9,manha,1
eBike,Kherki Daula Toll,Sohna Road,5.1,1,19,0,4,noite,0
Go Sedan,Rithala,Sikanderpur,13.4,1,18,3,7,noite,0
Bike,Nehru Place,Ashram,8.3,0,16,0,9,tarde,1
Go Mini,Sadar Bazar Gurgaon,Kashmere Gate,2.1,1,10,1,7,manha,0
Go Sedan,Vinobapuri,Noida Sector 62,8.9,0,21,6,8,noite,0
Go Mini,Vaishali,Bhiwadi,13.7,0,7,0,10,manha,0
eBike,Samaypur Badli,Paschim Vihar,10.1,1,12,1,8,tarde,0
Go Sedan,Connaught Place,Sohna Road,6.6,1,4,6,7,madrugada,0
Bike,Barakhamba Road,Mundka,11.9,1,12,2,4,tarde,0
Go Mini,Punjabi Bagh,Anand Vihar,9.6,1,15,4,6,tarde,0
Auto,New Colony,Gwal Pahari,6.2,0,16,3,11,tarde,0
Bike,Sarai Kale Khan,Jhilmil,9.8,0,21,6,11,noite,0
Auto,Mandi House,Mehrauli,8.3,0,14,4,2,tarde,1
Go Sedan,Jahangirpuri,Malviya Nagar,17.1,0,22,2,12,noite,0
Premier Sedan,Madipur,Kalkaji,12.9,1,3,4,2,madrugada,0
Premier Sedan,Palam Vihar,Rithala,7.1,1,11,1,7,manha,0
Bike,IGI Airport,Peeragarhi,9.4,1,0,5,9,madrugada,0
Premier Sedan,Narsinghpur,Dilshad Garden,8.6,1,2,0,11,madrugada,0
Premier Sedan,Udyog Vihar,IMT Manesar,11.5,0,10,4,8,manha,0
Auto,Gurgaon Railway Station,Vinobapuri,6.2,1,23,6,7,madrugada,0
Bike,Welcome,Ashok Vihar,5.2,0,14,0,9,tarde,0
Auto,AIIMS,Rajiv Chowk,11.5,1,12,5,8,tarde,0
Bike,Barakhamba Road,Connaught Place,8.3,0,15,5,8,tarde,1
Bike,Jama Masjid,IMT Manesar,8.7,0,9,2,9,manha,0
Go Mini,Jor Bagh,Jama Masjid,9.5,1,13,6,5,tarde,0
Go Sedan,IIT Delhi,IGNOU Road,8.3,0,12,6,8,tarde,1
Bike,Badarpur,Peeragarhi,9.3,1,19,2,12,noite,0
Go Sedan,Ghitorni Village,Mansarovar Park,4.5,1,6,4,8,manha,0
Go Mini,Kashmere Gate,Noida Extension,8.4,1,17,6,7,tarde,0
Bike,Gurgaon Sector 29,Saket A Block,8.9,1,21,0,11,noite,0
Premier Sedan,Anand Vihar ISBT,Lal Quila,7.0,1,15,4,7,tarde,0
Go Mini,Udyog Bhawan,Saket A Block,7.3,0,14,2,1,tarde,0
Auto,Inderlok,Lal Quila,6.8,1,22,3,10,noite,0
Go Sedan,Jor Bagh,Nawada,14.7,1,18,1,11,noite,0
Premier Sedan,IMT Manesar,Tis Hazari,8.3,0,12,1,10,tarde,1
Auto,Lajpat Nagar,Karkarduma,10.5,1,4,4,11,madrugada,0
Premier Sedan,DLF City Court,Khan Market,5.2,0,10,2,11,manha,0
Premier Sedan,Sushant Lok,Adarsh Nagar,8.3,0,10,4,2,manha,1
Go Mini,Lal Quila,Noida Sector 62,8.3,0,23,2,7,madrugada,1
Go Sedan,Inderlok,Palam Vihar,12.4,1,22,2,1,noite,0
Bike,Basai Dhankot,Vinobapuri,7.0,1,14,6,3,tarde,0
Go Mini,Chirag Delhi,Badarpur,9.5,0,19,0,9,noite,0
Go Mini,Cyber Hub,Akshardham,8.7,1,20,1,8,noite,0
Premier Sedan,Nirman Vihar,Shahdara,9.3,0,9,2,1,manha,0
Go Sedan,INA Market,Green Park,11.1,1,9,2,4,manha,0
Bike,Rohini East,Panchsheel Park,3.1,0,16,2,11,tarde,0
Premier Sedan,Udyog Vihar Phase 4,Uttam Nagar,5.3,1,12,1,7,tarde,0
Premier Sedan,Sarojini Nagar,Vatika Chowk,13.5,1,17,2,1,tarde,0
Auto,DLF City Court,Noida Sector 18,13.5,1,18,4,2,noite,0
Go Sedan,Okhla,Qutub Minar,6.5,1,22,3,12,noite,0
Bike,Hauz Khas,Panchsheel Park,11.8,1,14,0,5,tarde,0
Auto,Malviya Nagar,Mehrauli,14.3,1,20,1,11,noite,0
Premier Sedan,Subhash Nagar,Mandi House,14.9,1,7,2,9,manha,0
Go Mini,Ashram,Jor Bagh,9.1,0,11,3,10,manha,0
Auto,IGI Airport,Indraprastha,8.2,0,18,6,7,noite,0
Premier Sedan,Basai Dhankot,Shastri Nagar,6.2,1,20,4,7,noite,0
Go Sedan,Central Secretariat,Anand Vihar,9.4,1,18,0,6,noite,0
eBike,Kherki Daula Toll,Govindpuri,9.0,0,12,1,2,tarde,0
Go Mini,Central Secretariat,Jama Masjid,4.7,0,11,6,3,manha,0
Premier Sedan,Kalkaji,Shivaji Park,10.0,0,19,2,4,noite,0
Go Mini,Noida Sector 18,Kadarpur,8.0,1,11,6,9,manha,0
Go Sedan,Rajiv Nagar,Ashok Park Main,6.4,1,1,5,9,madrugada,0
Premier Sedan,Khandsa,Ashram,11.5,1,13,2,11,tarde,0
Bike,Uttam Nagar,Golf Course Road,9.1,0,11,2,7,manha,0
Go Sedan,Satguru Ram Singh Marg,Rajiv Chowk,13.9,1,8,2,5,manha,0
Go Mini,Sarai Kale Khan,Rajiv Chowk,10.3,1,11,1,10,manha,0
Bike,Khan Market,Palam Vihar,6.6,1,17,0,3,tarde,0
Bike,Ashram,Lajpat Nagar,5.5,1,6,6,9,manha,0
Go Mini,Indraprastha,Paharganj,4.8,1,3,5,6,madrugada,0
Go Mini,Moolchand,Ghitorni,8.5,1,17,0,5,tarde,0
Go Sedan,Dilshad Garden,Meerut,16.3,0,18,6,7,noite,0
Go Mini,Saidulajab,IIT Delhi,2.1,1,4,1,8,madrugada,0
Bike,Gurgaon Sector 29,Kherki Daula Toll,11.6,1,12,2,11,tarde,0
Premier Sedan,Kadarpur,GTB Nagar,7.0,1,17,0,7,tarde,0
Bike,Lal Quila,Sikanderpur,2.3,1,17,4,2,tarde,0
Go Mini,DLF Phase 3,Greater Kailash,9.8,0,22,3,12,noite,0
Auto,Keshav Puram,Hauz Khas,12.3,1,11,2,7,manha,0
Go Mini,Delhi Gate,Jor Bagh,9.4,1,11,5,8,manha,0
Go Mini,Qutub Minar,Old Gurgaon,8.3,0,12,3,10,tarde,1
Go Sedan,Chanakyapuri,Pitampura,4.5,1,8,2,7,manha,0
eBike,Gwal Pahari,Uttam Nagar,4.8,1,16,4,12,tarde,0
Auto,Rohini East,Madipur,13.1,1,5,5,3,manha,0
Bike,Munirka,MG Road,11.1,1,10,6,12,manha,0
Bike,Preet Vihar,Kaushambi,5.9,1,6,1,12,manha,0
Premier Sedan,Shastri Park,Greater Noida,12.3,0,18,2,5,noite,0
Go Mini,New Colony,Malviya Nagar,2.8,1,13,5,10,tarde,0
Go Sedan,Tis Hazari,Pulbangash,7.8,1,19,1,10,noite,0
Uber XL,Sushant Lok,Sarai Kale Khan,6.5,1,15,3,7,tarde,0
Go Mini,Civil Lines Gurgaon,Sadar Bazar Gurgaon,2.4,1,1,1,6,madrugada,0
Bike,Kalkaji,Sadar Bazar Gurgaon,9.1,1,14,3,10,tarde,0
Premier Sedan,Kashmere Gate ISBT,Peeragarhi,13.1,1,12,5,2,tarde,0
Go Mini,Nawada,Bhikaji Cama Place,8.3,0,20,6,10,noite,1
eBike,Kashmere Gate,Vasant Kunj,13.1,1,6,6,9,manha,0
Go Mini,Sikanderpur,Lajpat Nagar,13.6,1,8,1,9,manha,0
Auto,Vishwavidyalaya,INA Market,6.4,0,1,6,9,madrugada,0
Premier Sedan,Botanical Garden,Rohini East,8.6,1,14,0,12,tarde,0
Go Mini,Rajiv Chowk,ITO,3.5,1,20,1,4,noite,0
Bike,Pataudi Chowk,Hauz Khas,3.9,1,11,6,12,manha,0
Auto,Badarpur,Sushant Lok,5.1,0,20,1,4,noite,0
Bike,Mundka,Shahdara,3.1,1,13,5,12,tarde,0
Go Sedan,Sadar Bazar Gurgaon,AIIMS,4.8,1,23,1,1,madrugada,0
Uber XL,Inderlok,Aya Nagar,9.0,0,16,6,8,tarde,0
Go Sedan,Pulbangash,Sarojini Nagar,13.9,0,23,2,8,madrugada,0
Auto,Seelampur,Laxmi Nagar,8.0,0,19,5,12,noite,0
Go Sedan,Pragati Maidan,Maidan Garhi,4.9,1,14,0,4,tarde,0
Go Sedan,India Gate,Model Town,9.8,0,20,1,3,noite,0
Go Mini,Hero Honda Chowk,Satguru Ram Singh Marg,10.9,1,13,4,6,tarde,0
Auto,New Colony,Subhash Nagar,10.0,1,18,1,7,noite,0
Go Sedan,Maidan Garhi,Preet Vihar,8.1,0,14,6,11,tarde,0
eBike,Sonipat,Anand Vihar,10.7,1,16,2,9,tarde,0
Premier Sedan,Hauz Rani,Ambience Mall,14.0,1,0,0,4,madrugada,0
Go Mini,Peeragarhi,Keshav Puram,5.8,1,20,3,5,noite,0
Premier Sedan,Badshahpur,Noida Sector 62,12.0,1,21,2,2,noite,0
Auto,MG Road,Sohna Road,8.2,0,18,6,2,noite,0
Go Mini,Khandsa,Tagore Garden,3.2,1,9,0,9,manha,0
Go Sedan,Ramesh Nagar,Kirti Nagar,14.4,1,16,4,4,tarde,0
Auto,Ardee City,Inderlok,10.6,0,22,1,6,noite,0
Go Sedan,Lok Kalyan Marg,Govindpuri,11.0,0,19,0,12,noite,0
Go Sedan,DLF City Court,Lajpat Nagar,6.4,1,19,6,10,noite,0
eBike,Pragati Maidan,Preet Vihar,11.4,1,10,6,3,manha,0
Premier Sedan,Ashok Park Main,Badarpur,7.2,1,23,2,11,madrugada,0
Go Sedan,Sarai Kale Khan,Ashok Park Main,4.7,1,18,6,9,noite,0
Uber XL,Govindpuri,Rohini,6.1,1,4,5,10,madrugada,0
Go Mini,Chhatarpur,Noida Sector 62,5.6,1,21,3,6,noite,0
Auto,Subhash Chowk,Tughlakabad,11.2,1,20,6,9,noite,0
Auto,Badarpur,Chhatarpur,8.1,1,22,1,6,noite,0
Premier Sedan,Madipur,Arjangarh,6.7,0,4,0,8,madrugada,0
Auto,Kherki Daula Toll,Faridabad Sector 15,7.8,0,9,3,6,manha,0
Auto,Bhikaji Cama Place,Kashmere Gate,6.0,0,20,5,6,noite,0
Auto,Shastri Nagar,Rajiv Chowk,2.6,1,13,4,11,tarde,0
Bike,Huda City Centre,Civil Lines Gurgaon,8.3,0,13,3,6,tarde,1
Go Sedan,Govindpuri,Huda City Centre,3.4,1,16,0,10,tarde,0
Auto,Paharganj,Model Town,5.8,0,18,6,9,noite,0
Go Sedan,Ghitorni Village,Udyog Vihar,5.1,1,22,1,11,noite,0
Auto,Kalkaji,Palam Vihar,8.3,0,1,3,2,madrugada,1
Premier Sedan,Shahdara,Udyog Vihar,7.5,0,8,3,10,manha,0
Bike,India Gate,Rajiv Chowk,4.6,1,11,1,4,manha,0
Go Sedan,Chirag Delhi,Greater Kailash,10.3,1,6,1,10,manha,0
Auto,Ambience Mall,Kherki Daula Toll,12.9,1,12,1,8,tarde,0
Bike,Hauz Rani,RK Puram,11.9,1,15,2,12,tarde,0
Auto,Keshav Puram,Janakpuri,13.7,1,20,2,12,noite,0
Go Sedan,Okhla,Badshahpur,2.7,1,18,3,9,noite,0
Bike,Kaushambi,INA Market,8.3,1,22,4,7,noite,0
Go Sedan,Samaypur Badli,DLF Phase 3,6.9,1,14,4,2,tarde,0
Uber XL,Basai Dhankot,Shahdara,14.8,1,11,0,7,manha,0
Auto,Moti Nagar,Preet Vihar,15.6,0,14,4,2,tarde,0
Uber XL,Rohini East,AIIMS,5.4,1,12,1,4,tarde,0
Go Mini,Peeragarhi,RK Puram,14.3,1,20,0,12,noite,0
Go Mini,Rajiv Chowk,Jama Masjid,8.3,0,16,3,12,tarde,1
Go Mini,Janakpuri,Ramesh Nagar,14.5,1,11,4,8,manha,0
Go Sedan,New Colony,Sikanderpur,11.2,1,20,5,10,noite,0
Go Mini,Noida Film City,Rohini East,14.4,1,20,1,1,noite,0
Go Mini,Hauz Khas,Khandsa,8.3,0,15,4,4,tarde,1
Auto,Saket,Khandsa,10.0,1,20,1,7,noite,0
Auto,Sonipat,Chirag Delhi,19.0,0,2,6,2,madrugada,0
Premier Sedan,Saidulajab,Kherki Daula Toll,2.9,1,6,2,2,manha,0
Go Mini,Indirapuram,Kanhaiya Nagar,11.7,1,14,4,11,tarde,0
Premier Sedan,Kanhaiya Nagar,Ghitorni,11.5,0,14,3,12,tarde,0
Go Sedan,Mayur Vihar,Dilshad Garden,3.4,1,13,5,3,tarde,0
Bike,ITO,Maidan Garhi,3.1,1,18,3,5,noite,0
Bike,Paharganj,Udyog Bhawan,14.0,1,21,5,4,noite,0
Auto,India Gate,Rajiv Chowk,14.4,1,17,2,7,tarde,0
Auto,Rohini West,Saidulajab,9.2,1,12,5,11,tarde,0
Go Sedan,Uttam Nagar,Sikanderpur,4.1,1,12,3,8,tarde,0
Go Sedan,Noida Film City,Bhiwadi,2.5,1,17,3,5,tarde,0
Auto,RK Puram,Bahadurgarh,5.8,0,20,0,2,noite,0
Go Sedan,Narsinghpur,Ramesh Nagar,2.3,0,9,0,9,manha,0
Premier Sedan,Pulbangash,Preet Vihar,5.6,0,15,3,7,tarde,0
Go Sedan,Satguru Ram Singh Marg,IMT Manesar,5.1,0,11,0,12,manha,0
Go Mini,Kalkaji,Samaypur Badli,3.1,1,0,1,10,madrugada,0
